"","Project.Plot","Plant_tag","DBH_mm","Height_m","Veg_Type","ID","Status","Distance_km"
"4884","DF_6A","3504",21.2,2.3,"Tree","Diospyros sp 2","Defaunated",23.839
"4885","DF_6A","3504",21.2,2.3,"Tree","Lassianthera africana","Defaunated",23.839
"4886","DF_6A","3514",25.3,2.6,"Tree","Grewia coriacea","Defaunated",23.839
"4887","DF_6A","3517",41.8,2.8,"Tree","Milettia sp 1","Defaunated",23.839
"4888","DF_6A","3522",16,2.9,"Tree","Dialium angolense","Defaunated",23.839
"4889","DF_6A","3526",37.6,4.8,"Tree","Lassianthera africana","Defaunated",23.839
"4890","DF_6A","3532",33.4,2.6,"Tree","Lassianthera africana","Defaunated",23.839
"4891","DF_6A","3539",10.4,1.8,"Sapling","Connaraceae sp 3","Defaunated",23.839
"4892","DF_6A","3540",14.6,2.1,"Tree","Greenwayodendron suaveolens","Defaunated",23.839
"4893","DF_6A","3542",25.1,3,"Tree","Rothmannia sp 1","Defaunated",23.839
"4894","DF_6A","3544",18.6,2.5,"Tree","Dichapetalum sp 1","Defaunated",23.839
"4895","DF_6A","3480",58,4.3,"Tree","Pancovia sp 1","Defaunated",23.839
"4896","DF_6A","3970",20.6,2.6,"Tree","Lassianthera africana","Defaunated",23.839
"4897","DF_6A","3975",16.7,1.7,"Sapling","Plagiostyles africana","Defaunated",23.839
"4898","DF_6A","3976",18.8,4,"Tree","Lassianthera africana","Defaunated",23.839
"4899","DF_6A","3979",19.7,3.6,"Tree","Lassianthera africana","Defaunated",23.839
"4900","DF_6A","3983",28.6,4.6,"Tree","Garcinia sp 2","Defaunated",23.839
"4901","DF_6A","3986",15.4,1.7,"Sapling","Diospyros sp 5","Defaunated",23.839
"4902","DF_6A","3987",9.3,2.8,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4903","DF_6A","3989",18.9,3.1,"Tree","Lassianthera africana","Defaunated",23.839
"4904","DF_6A","3990",16.4,1.7,"Sapling","Dichapetalum sp 2","Defaunated",23.839
"4905","DF_6A","3991",9.7,2,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4906","DF_6A","3995",9.7,1.7,"Sapling","Rhinorea sp 1","Defaunated",23.839
"4907","DF_6A","3998",14.8,1.8,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"4908","DF_6A","5444",41.7,8,"Tree","Pausinystalia macroceras","Defaunated",23.839
"4909","DF_6A","3776",24,4.5,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"4910","DF_6A","3776",24,4.5,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"4911","DF_6A","3777",47.1,4.5,"Tree","Lassianthera africana","Defaunated",23.839
"4912","DF_6A","3782",22,3.5,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4913","DF_6A","3786",22.2,3,"Tree","Rhinorea sp 1","Defaunated",23.839
"4914","DF_6A","3786",22.2,3,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4915","DF_6A","3787",40.4,3.8,"Tree","Lassianthera africana","Defaunated",23.839
"4916","DF_6A","3787",23.1,3,"Tree","Lassianthera africana","Defaunated",23.839
"4917","DF_6A","3790",36.4,3.7,"Tree","Lassianthera africana","Defaunated",23.839
"4918","DF_6A","3798",17.3,2.5,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"4919","DF_6A","3799",22,2.8,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4920","DF_6A","3984",22.4,2.3,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4921","DF_6A","6270",152,20,"Tree","Klaineanthus gabonii","Defaunated",23.839
"4922","DF_6A","4230",35.6,3.9,"Tree","Thomandersia congolana","Defaunated",23.839
"4923","DF_6A","4232",18.4,4.1,"Tree","Lassianthera africana","Defaunated",23.839
"4924","DF_6A","4233",21.8,3.5,"Tree","Greenwayodendron suaveolens","Defaunated",23.839
"4925","DF_6A","4235",13.8,2.1,"Tree","Plagiostyles africana","Defaunated",23.839
"4926","DF_6A","4236",16.8,2.7,"Tree","Trichilia sp 1","Defaunated",23.839
"4927","DF_6A","4237",18.4,3.4,"Tree","Lassianthera africana","Defaunated",23.839
"4928","DF_6A","4237",18.4,3.4,"Tree","Agellae sp 1","Defaunated",23.839
"4929","DF_6A","4239",11.6,3,"Tree","Thomandersia congolana","Defaunated",23.839
"4930","DF_6A","4243",19.4,2,"Tree","Thomandersia congolana","Defaunated",23.839
"4931","DF_6A","4245",11.2,1.6,"Sapling","Thomandersia congolana","Defaunated",23.839
"4932","DF_6A","4246",21.7,3.6,"Tree","Lassianthera africana","Defaunated",23.839
"4933","DF_6A","5090",873,30,"Tree","Celtis tessmannii","Defaunated",23.839
"4934","DF_6A","4153",16.5,2.8,"Tree","Thomandersia congolana","Defaunated",23.839
"4935","DF_6A","4154",12.4,1.7,"Sapling","Xylopia quintasii","Defaunated",23.839
"4936","DF_6A","4155",49.4,7,"Tree","Dichapetalum sp 1","Defaunated",23.839
"4937","DF_6A","4156",20.4,3.5,"Tree","Diospyros sp 5","Defaunated",23.839
"4938","DF_6A","4309",38.7,3.3,"Tree","Lassianthera africana","Defaunated",23.839
"4939","DF_6A","4485",27.9,4.5,"Tree","Napoleona sp 1","Defaunated",23.839
"4940","DF_6A","4598",70,9,"Tree","Centroplacus glaucinus","Defaunated",23.839
"4941","DF_6A","4601",16.8,1.9,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"4942","DF_6A","4602",17.1,3.4,"Tree","Thomandersia congolana","Defaunated",23.839
"4943","DF_6A","4606",7.5,1.6,"Sapling","Rhinorea sp 1","Defaunated",23.839
"4944","DF_6A","4607",11.6,1.5,"Sapling","Dichapetalum sp 1","Defaunated",23.839
"4945","DF_6A","4608",5.1,1.6,"Sapling","Agellae sp 1","Defaunated",23.839
"4946","DF_6A","4609",55,4.7,"Tree","Lassianthera africana","Defaunated",23.839
"4947","DF_6A","4610",17.4,1.6,"Sapling","Lassianthera africana","Defaunated",23.839
"4948","DF_6A","5201",9.7,1.6,"Sapling","Alchornea floribunda","Defaunated",23.839
"4949","DF_6A","5204",15.7,1.8,"Sapling","Rubiaceae sp 12","Defaunated",23.839
"4950","DF_6A","5206",14.9,2.6,"Tree","Rhinorea sp 1","Defaunated",23.839
"4951","DF_6A","5209",9.5,1.5,"Sapling","Thomandersia congolana","Defaunated",23.839
"4952","DF_6A","5220",10.6,2.7,"Tree","Alchornea floribunda","Defaunated",23.839
"4953","DF_6A","5226",13.8,2.5,"Tree","Alchornea floribunda","Defaunated",23.839
"4954","DF_6A","5250",12.7,1.7,"Sapling","Alchornea floribunda","Defaunated",23.839
"4955","DF_6A","5255",9.7,1.6,"Sapling","Thomandersia congolana","Defaunated",23.839
"4956","DF_6A","5255",9.7,1.6,"Sapling","Thomandersia congolana","Defaunated",23.839
"4957","DF_6A","5256",12.7,2.4,"Tree","Campylospermum duparquetianum","Defaunated",23.839
"4958","DF_6A","5257",11.7,1.9,"Sapling","Alchornea floribunda","Defaunated",23.839
"4959","DF_6A","5259",8.7,2,"Tree","Alchornea floribunda","Defaunated",23.839
"4960","DF_6A","5260",16.7,2.5,"Tree","Thomandersia congolana","Defaunated",23.839
"4961","DF_6A","5261",11.9,1.9,"Sapling","Alchornea floribunda","Defaunated",23.839
"4962","DF_6A","5262",15.7,2,"Tree","Alchornea floribunda","Defaunated",23.839
"4963","DF_6A","5263",13.9,1.6,"Sapling","Thomandersia congolana","Defaunated",23.839
"4964","DF_6A","5263",13.9,1.6,"Sapling","Thomandersia congolana","Defaunated",23.839
"4965","DF_6A","5264",26.7,2.3,"Tree","Lassianthera africana","Defaunated",23.839
"4966","DF_6A","8812",13.9,1.7,"Sapling","Thomandersia congolana","Defaunated",23.839
"4967","DF_6A","4574",93,12,"Tree","Centroplacus glaucinus","Defaunated",23.839
"4968","DF_6A","4981",13.4,1.6,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"4969","DF_6A","4981",13.4,1.6,"Sapling","Campylospermum dybowskii","Defaunated",23.839
"4970","DF_6A","4991",29,3.8,"Tree","Lassianthera africana","Defaunated",23.839
"4971","DF_6A","4993",23,2.9,"Tree","Lassianthera africana","Defaunated",23.839
"4972","DF_6A","4994",26,1.8,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"4973","DF_6A","3224",21.4,3.1,"Tree","Lassianthera africana","Defaunated",23.839
"4974","DF_6A","3491",16.7,2.3,"Tree","Lassianthera africana","Defaunated",23.839
"4975","DF_6A","3499",44.2,6,"Tree","Trichilia sp 2","Defaunated",23.839
"4976","DF_6A","3527",22,2.5,"Tree","Grewia coriacea","Defaunated",23.839
"4977","DF_6A","3533",11,2.1,"Tree","Rubiaceae undetermined","Defaunated",23.839
"4978","DF_6A","3537",33.1,4.3,"Tree","Lassianthera africana","Defaunated",23.839
"4979","DF_6A","3564",14.6,2.1,"Tree","Lassianthera africana","Defaunated",23.839
"4980","DF_6A","3569",41.4,7,"Tree","Diospyros zenkeri","Defaunated",23.839
"4981","DF_6A","3574",9.3,1.5,"Sapling","Sorendea gabonensis","Defaunated",23.839
"4982","DF_6A","3528",36.4,2.9,"Tree","Massularia acuminata","Defaunated",23.839
"4983","DF_6A","3999",20.7,2.1,"Tree","Trichilia sp 1","Defaunated",23.839
"4984","DF_6A","4000",17.7,3.6,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"4985","DF_6A","4001",14.8,3.4,"Tree","Xylopia quintasii","Defaunated",23.839
"4986","DF_6A","4002",19.7,1.9,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"4987","DF_6A","4004",12.7,1.8,"Sapling","Lassianthera africana","Defaunated",23.839
"4988","DF_6A","4005",10.5,2.8,"Tree","Lassianthera africana","Defaunated",23.839
"4989","DF_6A","4006",25.3,3.1,"Tree","Lassianthera africana","Defaunated",23.839
"4990","DF_6A","4007",13.7,2.1,"Tree","Lassianthera africana","Defaunated",23.839
"4991","DF_6A","4007",13.7,2.1,"Tree","Lassianthera africana","Defaunated",23.839
"4992","DF_6A","4008",11.7,1.5,"Sapling","Lassianthera africana","Defaunated",23.839
"4993","DF_6A","4012",19.7,2.9,"Tree","Campylospermum sp 1","Defaunated",23.839
"4994","DF_6A","4014",25.5,2.2,"Tree","Desplatsia subericarpa","Defaunated",23.839
"4995","DF_6A","4020",15.8,1.7,"Sapling","Afrostyrax lepidophyllus","Defaunated",23.839
"4996","DF_6A","5443",8.6,2.9,"Tree","Agellae sp 1","Defaunated",23.839
"4997","DF_6A","3748",23.3,1.54,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"4998","DF_6A","3761",12.8,1.5,"Sapling","Alchornea floribunda","Defaunated",23.839
"4999","DF_6A","3763",17.3,2,"Tree","Drypetes sp 1","Defaunated",23.839
"5000","DF_6A","3766",35.6,4,"Tree","Lassianthera africana","Defaunated",23.839
"5001","DF_6A","3769",27,4.5,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5002","DF_6A","5123",14,1.8,"Sapling","Guarea sp 1","Defaunated",23.839
"5003","DF_6A","6000",38.6,4.3,"Tree","Pancovia sp 1","Defaunated",23.839
"5004","DF_6A","8200",14.4,3.3,"Tree","Lassianthera africana","Defaunated",23.839
"5005","DF_6A","8289",28.3,3.46,"Tree","Lassianthera africana","Defaunated",23.839
"5006","DF_6A","8290",42.8,1.5,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"5007","DF_6A","8292",184,17,"Tree","Sipatochloa campanulata","Defaunated",23.839
"5008","DF_6A","BL024",15.6,1.56,"Sapling","Pseudoprosopis gilletti","Defaunated",23.839
"5009","DF_6A","BL024",15.6,1.56,"Sapling","Myrianthus arboreus","Defaunated",23.839
"5010","DF_6A","BL026",4.4,2.6,"Tree","Dacryodes buettneri","Defaunated",23.839
"5011","DF_6A","BL07",12.9,1.8,"Sapling","Dialium angolense","Defaunated",23.839
"5012","DF_6A","RG066",7.2,1.67,"Sapling","Dacryodes buettneri","Defaunated",23.839
"5013","DF_6A","RG066",7.2,1.67,"Sapling","Dichapetalum sp 2","Defaunated",23.839
"5014","DF_6A","4279",7.6,1.95,"Sapling","Rhinorea sp 1","Defaunated",23.839
"5015","DF_6A","4281",32.4,2.8,"Tree","Chytranthus sp 1","Defaunated",23.839
"5016","DF_6A","4282",16,3,"Tree","Diospyros sp 6","Defaunated",23.839
"5017","DF_6A","4284",20.2,1.75,"Sapling","Rhinorea sp 1","Defaunated",23.839
"5018","DF_6A","4286",35.5,1.8,"Sapling","Dialium angolense","Defaunated",23.839
"5019","DF_6A","4287",43,2.3,"Tree","Dialium angolense","Defaunated",23.839
"5020","DF_6A","4288",17,2.2,"Tree","Dialium angolense","Defaunated",23.839
"5021","DF_6A","4298",13.4,1.7,"Sapling","Uvariastrom sp 1","Defaunated",23.839
"5022","DF_6A","5091",226,20,"Tree","Dialium dinklagei","Defaunated",23.839
"5023","DF_6A","5094",370,25,"Tree","Pentaclethra eetveldeana","Defaunated",23.839
"5024","DF_6A","5095",110,12,"Tree","Grewia coriacea","Defaunated",23.839
"5025","DF_6A","5097",152,14,"Tree","Fillaeopsis discofora","Defaunated",23.839
"5026","DF_6A","4296",13.8,2.1,"Tree","Rhinorea sp 1","Defaunated",23.839
"5027","DF_6A","4299",10.6,1.7,"Sapling","Thomandersia congolana","Defaunated",23.839
"5028","DF_6A","4302",11.6,2,"Tree","Rhinorea sp 1","Defaunated",23.839
"5029","DF_6A","4437",43.6,6,"Tree","Pancovia sp 2","Defaunated",23.839
"5030","DF_6A","4596",149,15,"Tree","Dialium angolense","Defaunated",23.839
"5031","DF_6A","4596",149,15,"Tree","Dialium angolense","Defaunated",23.839
"5032","DF_6A","4597",112,8,"Tree","Pausinystalia macroceras","Defaunated",23.839
"5033","DF_6A","4653",9.5,1.5,"Sapling","Dichapetalum sp 1","Defaunated",23.839
"5034","DF_6A","4654",190,9,"Tree","Lassianthera africana","Defaunated",23.839
"5035","DF_6A","4655",20.9,1.6,"Sapling","Lassianthera africana","Defaunated",23.839
"5036","DF_6A","4595",94,14,"Tree","Milettia sp 1","Defaunated",23.839
"5037","DF_6A","4616",17.4,2.6,"Tree","Lassianthera africana","Defaunated",23.839
"5038","DF_6A","4621",44,3.5,"Tree","Lassianthera africana","Defaunated",23.839
"5039","DF_6A","4628",10.8,1.5,"Sapling","Rhinorea sp 1","Defaunated",23.839
"5040","DF_6A","4569",36.4,10,"Tree","Chytranthus sp 2","Defaunated",23.839
"5041","DF_6A","4585",529,25,"Tree","Xylopia staudti","Defaunated",23.839
"5042","DF_6A","4587",99,10,"Tree","Diogoa zenkeri","Defaunated",23.839
"5043","DF_6A","5231",13.7,1.5,"Sapling","Trichilia sp 1","Defaunated",23.839
"5044","DF_6A","5234",42.7,4,"Tree","Lassianthera africana","Defaunated",23.839
"5045","DF_6A","5254",15.8,2.6,"Tree","Thomandersia congolana","Defaunated",23.839
"5046","DF_6A","5266",16.7,2,"Tree","Thomandersia congolana","Defaunated",23.839
"5047","DF_6A","5274",13.7,2.8,"Tree","Thomandersia congolana","Defaunated",23.839
"5048","DF_6A","3214",192,15,"Tree","Cola sp 1","Defaunated",23.839
"5049","DF_6A","3225",23,2,"Tree","Lassianthera africana","Defaunated",23.839
"5050","DF_6A","3229",5.1,2,"Tree","Agellae sp 1","Defaunated",23.839
"5051","DF_6A","3230",14,1.9,"Sapling","Thomandersia gabonensis","Defaunated",23.839
"5052","DF_6A","4586",485,30,"Tree","Dialium angolense","Defaunated",23.839
"5053","DF_6A","4589",55,6,"Tree","Massularia acuminata","Defaunated",23.839
"5054","DF_6A","4972",42,5,"Tree","Lassianthera africana","Defaunated",23.839
"5055","DF_6A","4976",20.6,3.5,"Tree","Lassianthera africana","Defaunated",23.839
"5056","DF_6A","4977",11.5,1.5,"Sapling","Lassianthera africana","Defaunated",23.839
"5057","DF_6A","4978",12,1.8,"Sapling","Chytranthus sp 2","Defaunated",23.839
"5058","DF_6A","4983",10.9,1.6,"Sapling","Campylospermum dybowskii","Defaunated",23.839
"5059","DF_6A","4984",26.8,3.5,"Tree","Thomandersia congolana","Defaunated",23.839
"5060","DF_6A","4985",9.4,1.7,"Sapling","Plagiostyles africana","Defaunated",23.839
"5061","DF_6A","4992",16,2.9,"Tree","Thomandersia congolana","Defaunated",23.839
"5062","DF_6A","4997",17,1.9,"Sapling","Trichilia sp 1","Defaunated",23.839
"5063","DF_6A","3216",75,17,"Tree","Milettia sp 1","Defaunated",23.839
"5064","DF_6A","3217",157,13,"Tree","Cola sp 1","Defaunated",23.839
"5065","DF_6A","3553",33.9,4.6,"Tree","Lassianthera africana","Defaunated",23.839
"5066","DF_6A","3559",25.7,3.3,"Tree","Grewia coriacea","Defaunated",23.839
"5067","DF_6A","3567",10.6,2,"Tree","Diospyros sp 4","Defaunated",23.839
"5068","DF_6A","3568",18.7,3,"Tree","Lassianthera africana","Defaunated",23.839
"5069","DF_6A","3573",40.7,4.2,"Tree","Lassianthera africana","Defaunated",23.839
"5070","DF_6A","3575",39.7,3.5,"Tree","Lassianthera africana","Defaunated",23.839
"5071","DF_6A","4015",8.5,1.8,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"5072","DF_6A","4015",8.5,1.8,"Sapling","Thomandersia congolana","Defaunated",23.839
"5073","DF_6A","4017",33.7,3.9,"Tree","Lassianthera africana","Defaunated",23.839
"5074","DF_6A","4022",12.6,1.5,"Sapling","Sorendea gabonensis","Defaunated",23.839
"5075","DF_6A","5442",155,10,"Tree","Dialium angolense","Defaunated",23.839
"5076","DF_6A","5457",612,20,"Tree","Fillaeopsis discofora","Defaunated",23.839
"5077","DF_6A","3735",20.2,2.15,"Tree","Lassianthera africana","Defaunated",23.839
"5078","DF_6A","3736",11.5,1.8,"Sapling","Scorodophloeus zenkeri","Defaunated",23.839
"5079","DF_6A","3738",41.8,4.5,"Tree","Trichilia sp 1","Defaunated",23.839
"5080","DF_6A","3739",38,3.5,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5081","DF_6A","3752",16.1,1.94,"Sapling","Scorodophloeus zenkeri","Defaunated",23.839
"5082","DF_6A","3754",22,2.1,"Tree","Napoleona sp 1","Defaunated",23.839
"5083","DF_6A","6229",95,8,"Tree","Mariopsis longifolia","Defaunated",23.839
"5084","DF_6A","4250",10.3,2.1,"Tree","Campylospermum dybowskii","Defaunated",23.839
"5085","DF_6A","4252",13.9,1.6,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"5086","DF_6A","4253",18.5,2.5,"Tree","Chnestis urens","Defaunated",23.839
"5087","DF_6A","4254",9.4,2.2,"Tree","Rubiaceae sp 9","Defaunated",23.839
"5088","DF_6A","4255",34.6,7,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5089","DF_6A","4256",34.8,8,"Tree","Milettia sp 1","Defaunated",23.839
"5090","DF_6A","4257",11.2,1.6,"Sapling","Scorodophloeus zenkeri","Defaunated",23.839
"5091","DF_6A","4258",12.7,2.8,"Tree","Campylospermum dybowskii","Defaunated",23.839
"5092","DF_6A","4259",13.7,3.4,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5093","DF_6A","4996",79,10,"Tree","Greenwayodendron suaveolens","Defaunated",23.839
"5094","DF_6A","4270",18.1,1.9,"Sapling","Trichilia sp 1","Defaunated",23.839
"5095","DF_6A","4271",15,2.5,"Tree","Lassianthera africana","Defaunated",23.839
"5096","DF_6A","4272",9.4,1.8,"Sapling","Dicranolepis soyauxii","Defaunated",23.839
"5097","DF_6A","4292",18,2.4,"Tree","Campylospermum dybowskii","Defaunated",23.839
"5098","DF_6A","4295",17.8,2,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5099","DF_6A","5099",460,25,"Tree","Myrianthus arboreus","Defaunated",23.839
"5100","DF_6A","5901",34.5,7,"Tree","Diospyros sp 6","Defaunated",23.839
"5101","DF_6A","4308",14.4,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",23.839
"5102","DF_6A","4594",159,17,"Tree","Dialium dinklagei","Defaunated",23.839
"5103","DF_6A","4639",13.9,3,"Tree","Lassianthera africana","Defaunated",23.839
"5104","DF_6A","4652",43.7,3.5,"Tree","Lassianthera africana","Defaunated",23.839
"5105","DF_6A","4593",70,8,"Tree","Trichilia sp 1","Defaunated",23.839
"5106","DF_6A","4629",7.8,2.7,"Tree","Agellae paradoxa","Defaunated",23.839
"5107","DF_6A","4630",4,1.6,"Sapling","Lassianthera africana","Defaunated",23.839
"5108","DF_6A","4630",4,1.6,"Sapling","Chnestis urens","Defaunated",23.839
"5109","DF_6A","4631",19.2,1.5,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"5110","DF_6A","4636",8.9,1.5,"Sapling","Dichapetalum sp 1","Defaunated",23.839
"5111","DF_6A","4637",14.4,1.6,"Sapling","Rubiaceae sp 12","Defaunated",23.839
"5112","DF_6A","4642",12.2,2.9,"Tree","Desplatsia subericarpa","Defaunated",23.839
"5113","DF_6A","4643",82,5,"Tree","Lassianthera africana","Defaunated",23.839
"5114","DF_6A","4644",6.4,2.9,"Tree","Agellae paradoxa","Defaunated",23.839
"5115","DF_6A","4645",26.2,4.4,"Tree","Diospyros sp 6","Defaunated",23.839
"5116","DF_6A","4649",30.1,2.9,"Tree","Lassianthera africana","Defaunated",23.839
"5117","DF_6A","4590",42.7,8,"Tree","Lassianthera africana","Defaunated",23.839
"5118","DF_6A","4591",56,12,"Tree","Chytranthus sp 2","Defaunated",23.839
"5119","DF_6A","4972",16.7,1.6,"Sapling","Lassianthera africana","Defaunated",23.839
"5120","DF_6A","4999",195,4.1,"Tree","Lassianthera africana","Defaunated",23.839
"5121","DF_6A","4999",195,4.1,"Tree","Lassianthera africana","Defaunated",23.839
"5122","DF_6A","5238",7.6,1.6,"Sapling","Rubiaceae sp 2","Defaunated",23.839
"5123","DF_6A","5267",11.5,1.7,"Sapling","Strychnos sp 1","Defaunated",23.839
"5124","DF_6A","5268",10.8,1.7,"Sapling","Lassianthera africana","Defaunated",23.839
"5125","DF_6A","5269",30.4,3.8,"Tree","Lassianthera africana","Defaunated",23.839
"5126","DF_6A","5278",14.4,1.7,"Sapling","Salacia sp 1","Defaunated",23.839
"5127","DF_6A","5279",13.5,1.6,"Sapling","Desplatsia subericarpa","Defaunated",23.839
"5128","DF_6A","5281",14.7,2.7,"Tree","Thomandersia congolana","Defaunated",23.839
"5129","DF_6A","8814",24.7,4.1,"Tree","Campylospermum duparquetianum","Defaunated",23.839
"5130","DF_6B","4184",16.7,3,"Tree","Desplatsia subericarpa","Defaunated",23.839
"5131","DF_6B","4193",13.9,1.6,"Sapling","Dialium angolense","Defaunated",23.839
"5132","DF_6B","4194",19.7,2.3,"Tree","Dialium angolense","Defaunated",23.839
"5133","DF_6B","4196",48.7,8,"Tree","Cola sp 2","Defaunated",23.839
"5134","DF_6B","4198",21.7,3.1,"Tree","Desplatsia subericarpa","Defaunated",23.839
"5135","DF_6B","4199",70,5,"Tree","Lassianthera africana","Defaunated",23.839
"5136","DF_6B","4200",11.5,1.8,"Sapling","Campylospermum dybowskii","Defaunated",23.839
"5137","DF_6B","4559",138,10,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5138","DF_6B","4560",39.7,8,"Tree","Baphia sp 2","Defaunated",23.839
"5139","DF_6B","6554",69,4.1,"Tree","Massularia acuminata","Defaunated",23.839
"5140","DF_6B","6555",24.7,3.5,"Tree","Diospyros dendo","Defaunated",23.839
"5141","DF_6B","6578",22.6,4.1,"Tree","Diospyros sp 5","Defaunated",23.839
"5142","DF_6B","6580",61,9,"Tree","Grewia coriacea","Defaunated",23.839
"5143","DF_6B","8101",68,6,"Tree","Lassianthera africana","Defaunated",23.839
"5144","DF_6B","8106",23.4,3.3,"Tree","Synsepalum longifolia","Defaunated",23.839
"5145","DF_6B","8108",28.9,4.1,"Tree","Trichilia sp 1","Defaunated",23.839
"5146","DF_6B","8122",31.5,1.6,"Sapling","Synsepalum longifolia","Defaunated",23.839
"5147","DF_6B","4186",17.5,1.9,"Sapling","Corynanthe macroceras","Defaunated",23.839
"5148","DF_6B","4188",8,1.75,"Sapling","Lassianthera africana","Defaunated",23.839
"5149","DF_6B","4190",8.7,1.9,"Sapling","Thomandersia congolana","Defaunated",23.839
"5150","DF_6B","4191",8.9,1.7,"Sapling","Thomandersia congolana","Defaunated",23.839
"5151","DF_6B","4192",9.2,1.6,"Sapling","Panda oleosa","Defaunated",23.839
"5152","DF_6B","4377",9.8,1.9,"Sapling","Thomandersia congolana","Defaunated",23.839
"5153","DF_6B","4378",10.6,1.5,"Sapling","Thomandersia congolana","Defaunated",23.839
"5154","DF_6B","4379",12,1.5,"Sapling","Thomandersia congolana","Defaunated",23.839
"5155","DF_6B","4380",11.8,20,"Tree","Plagiostyles africana","Defaunated",23.839
"5156","DF_6B","4387",15.1,2,"Tree","Thomandersia congolana","Defaunated",23.839
"5157","DF_6B","4400",9,1.6,"Sapling","Thomandersia congolana","Defaunated",23.839
"5158","DF_6B","4522",14.2,1.6,"Sapling","Synsepalum sp 2","Defaunated",23.839
"5159","DF_6B","4524",27,1.5,"Sapling","Chytranthus sp 2","Defaunated",23.839
"5160","DF_6B","4525",26,3.6,"Tree","Lassianthera africana","Defaunated",23.839
"5161","DF_6B","5059",62,7,"Tree","Corynanthe macroceras","Defaunated",23.839
"5162","DF_6B","5499",342,35,"Tree","Greenwayodendron suaveolens","Defaunated",23.839
"5163","DF_6B","5499",342,35,"Tree","Greenwayodendron suaveolens","Defaunated",23.839
"5164","DF_6B","4501",8.7,1.7,"Sapling","Alchornea floribunda","Defaunated",23.839
"5165","DF_6B","4504",65,6,"Tree","Lassianthera africana","Defaunated",23.839
"5166","DF_6B","4505",11.4,1.8,"Sapling","Lassianthera africana","Defaunated",23.839
"5167","DF_6B","4509",12.7,1.6,"Sapling","Trichilia sp 1","Defaunated",23.839
"5168","DF_6B","4514",14.7,1.7,"Sapling","Trichilia sp 1","Defaunated",23.839
"5169","DF_6B","4516",28.7,1.8,"Sapling","Calpocalyx dinklagei","Defaunated",23.839
"5170","DF_6B","4519",15.7,1.9,"Sapling","Lassianthera africana","Defaunated",23.839
"5171","DF_6B","4521",11.6,1.6,"Sapling","Diogoa zenkeri","Defaunated",23.839
"5172","DF_6B","4515",14.4,2.3,"Tree","Dialium angolense","Defaunated",23.839
"5173","DF_6B","6206",62,2.97,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5174","DF_6B","6210",25.5,3.2,"Tree","Desplatsia subericarpa","Defaunated",23.839
"5175","DF_6B","6236",46.4,6,"Tree","Lassianthera africana","Defaunated",23.839
"5176","DF_6B","6255",17,2.3,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5177","DF_6B","6259",19,4,"Tree","Campylospermum duparquetianum","Defaunated",23.839
"5178","DF_6B","6274",16.9,3.3,"Tree","Sorendea gabonensis","Defaunated",23.839
"5179","DF_6B","6274",16.9,3.3,"Tree","Sorendea gabonensis","Defaunated",23.839
"5180","DF_6B","6298",40.6,4.5,"Tree","Lassianthera africana","Defaunated",23.839
"5181","DF_6B","6299",18.4,3,"Tree","Scorodophloeus zenkeri","Defaunated",23.839
"5182","DF_6B","6300",10,1.64,"Sapling","Dichapetalum sp 1","Defaunated",23.839
"5183","DF_6B","6529",173,18,"Tree","Greenwayodendron suaveolens","Defaunated",23.839
"5184","DF_6B","4691",17.3,2.8,"Tree","Lassianthera africana","Defaunated",23.839
"5185","DF_6B","4692",13.9,1.6,"Sapling","Scorodophloeus zenkeri","Defaunated",23.839
"5186","DF_6B","4696",14.6,2,"Tree","Lassianthera africana","Defaunated",23.839
"5187","DF_6B","4697",8.8,2.5,"Tree","Diospyros sp 6","Defaunated",23.839
"5188","DF_6B","6679",11.8,1.6,"Sapling","Scorodophloeus zenkeri","Defaunated",23.839
