"","Project.Plot","Plant_tag","DBH_mm","Height_m","Veg_Type","ID","Status","Distance_km"
"1742","DF_5A","799",24,2.8,"Tree","Crudia gabonensis","Defaunated",8.177
"1743","DF_5A","800",38,3.9,"Tree","Baphia leptobotris","Defaunated",8.177
"1744","DF_5A","1015",459.74,23,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1745","DF_5A","1552",23.5,2.4,"Tree","Crudia gabonensis","Defaunated",8.177
"1746","DF_5A","1557",11.6,1.67,"Sapling","Manotes macrantha","Defaunated",8.177
"1747","DF_5A","1572",21.2,3.6,"Tree","Diogoa zenkeri","Defaunated",8.177
"1748","DF_5A","1629",12.6,1.55,"Sapling","Carapa procera","Defaunated",8.177
"1749","DF_5A","1639",309.88,21,"Tree","Gilbertiodendron dewevrei","Defaunated",8.177
"1750","DF_5A","1664",25,4.5,"Tree","Diogoa zenkeri","Defaunated",8.177
"1751","DF_5A","1665",4.4,13,"Tree","Baphia leptobotris","Defaunated",8.177
"1752","DF_5A","1684",19.2,2.55,"Tree","Chytranthus talbotii","Defaunated",8.177
"1753","DF_5A","2390",7.3,1.52,"Sapling","Diogoa zenkeri","Defaunated",8.177
"1754","DF_5A","506",25.4,3.7,"Tree","Ixalobus spectabilis","Defaunated",8.177
"1755","DF_5A","1012",19,1.6,"Sapling","Baphia leptobotris","Defaunated",8.177
"1756","DF_5A","1018",31,6,"Tree","Diogoa zenkeri","Defaunated",8.177
"1757","DF_5A","1025",332,20,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1758","DF_5A","1025",332,20,"Tree","Strombosia pustulata","Defaunated",8.177
"1759","DF_5A","1474",242,15,"Tree","Ixalobus spectabilis","Defaunated",8.177
"1760","DF_5A","1811",33,2,"Tree","Crudia gabonensis","Defaunated",8.177
"1761","DF_5A","1814",12,2,"Tree","Baphia leptobotris","Defaunated",8.177
"1762","DF_5A","1825",26,3.6,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1763","DF_5A","2501",11,1.8,"Sapling","Plagiostyles africana","Defaunated",8.177
"1764","DF_5A","2502",23,3.4,"Tree","Diogoa zenkeri","Defaunated",8.177
"1765","DF_5A","1813",14.7,1.8,"Sapling","Grewia coriacea","Defaunated",8.177
"1766","DF_5A","1816",19.6,3.1,"Tree","Crudia gabonensis","Defaunated",8.177
"1767","DF_5A","1819",14.7,3.2,"Tree","Crudia gabonensis","Defaunated",8.177
"1768","DF_5A","1823",20.2,4,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1769","DF_5A","1826",8.3,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"1770","DF_5A","1838",7.3,1.5,"Sapling","Grewia coriacea","Defaunated",8.177
"1771","DF_5A","1882",18.1,2,"Tree","Crudia gabonensis","Defaunated",8.177
"1772","DF_5A","2006",7.7,1.6,"Sapling","Thomandersia congolana","Defaunated",8.177
"1773","DF_5A","2301",8.6,6,"Tree","Baphia leptobotris","Defaunated",8.177
"1774","DF_5A","2342",10,15,"Tree","Dialium bipendense","Defaunated",8.177
"1775","DF_5A","2343",36.9,5,"Tree","Strombosiopsis tetrandra","Defaunated",8.177
"1776","DF_5A","2520",13.5,2.3,"Tree","Crudia gabonensis","Defaunated",8.177
"1777","DF_5A","2557",19.3,2.8,"Tree","Baphia leptobotris","Defaunated",8.177
"1778","DF_5A","1320",12.6,1.5,"Sapling","Grewia coriacea","Defaunated",8.177
"1779","DF_5A","1474",14.3,2.5,"Tree","Ixalobus spectabilis","Defaunated",8.177
"1780","DF_5A","1885",9.9,1.5,"Sapling","Thomandersia congolana","Defaunated",8.177
"1781","DF_5A","1887",10,1.5,"Sapling","Thomandersia congolana","Defaunated",8.177
"1782","DF_5A","1888",19.2,3.4,"Tree","Pancovia pedicellaris","Defaunated",8.177
"1783","DF_5A","1893",14,1.8,"Sapling","Diospyros oleana","Defaunated",8.177
"1784","DF_5A","2361",44.5,7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1785","DF_5A","2455",225.5,10,"Tree","Diogoa zenkeri","Defaunated",8.177
"1786","DF_5A","16",7.9,2.4,"Tree","Holmania denquelmaniana","Defaunated",8.177
"1787","DF_5A","17",23.5,2,"Tree","Crudia gabonensis","Defaunated",8.177
"1788","DF_5A","2109",107,11,"Tree","Diogoa zenkeri","Defaunated",8.177
"1789","DF_5A","2112",30.2,5,"Tree","Diospyros dequia","Defaunated",8.177
"1790","DF_5A","2170",169,19,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1791","DF_5A","2185",66,10,"Tree","Strombosia pustulata","Defaunated",8.177
"1792","DF_5A","369",17.3,20,"Tree","Dalhousiea africana","Defaunated",8.177
"1793","DF_5A","37",19.6,2.8,"Tree","Chytranthus talbotii","Defaunated",8.177
"1794","DF_5A","42",13.6,2.4,"Tree","Diogoa zenkeri","Defaunated",8.177
"1795","DF_5A","56",14.5,1.8,"Sapling","Cola sp 1","Defaunated",8.177
"1796","DF_5A","57",32.6,1.7,"Sapling","Crudia gabonensis","Defaunated",8.177
"1797","DF_5A","60",23.2,2,"Tree","Crudia gabonensis","Defaunated",8.177
"1798","DF_5A","63",21.6,3.3,"Tree","Quassia africana","Defaunated",8.177
"1799","DF_5A","72",22.2,2,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1800","DF_5A","81",20,1.7,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"1801","DF_5A","87",25,2.7,"Tree","Crudia gabonensis","Defaunated",8.177
"1802","DF_5A","94",12.1,1.6,"Sapling","Quassia africana","Defaunated",8.177
"1803","DF_5A","1245",27.6,3.6,"Tree","Thomandersia congolana","Defaunated",8.177
"1804","DF_5A","1245",27.6,3.6,"Tree","Thomandersia congolana","Defaunated",8.177
"1805","DF_5A","1918",11.2,1.7,"Sapling","Beilschmiedia sp 1","Defaunated",8.177
"1806","DF_5A","1933",16.4,2.6,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1807","DF_5A","1946",10.8,1.6,"Sapling","Chytranthus talbotii","Defaunated",8.177
"1808","DF_5A","1950",19.7,3.1,"Tree","Phyllanthus diandrus","Defaunated",8.177
"1809","DF_5A","2346",235,18,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1810","DF_5A","2366",29.6,3.3,"Tree","Holmania denquelmaniana","Defaunated",8.177
"1811","DF_5A","2391",24.3,3.7,"Tree","Thomandersia congolana","Defaunated",8.177
"1812","DF_5A","2392",16.9,1.7,"Sapling","Chytranthus talbotii","Defaunated",8.177
"1813","DF_5A","2393",18.6,3.7,"Tree","Crudia gabonensis","Defaunated",8.177
"1814","DF_5A","196",36,4.5,"Tree","Quassia africana","Defaunated",8.177
"1815","DF_5A","2203",45,8,"Tree","Panda oleosa","Defaunated",8.177
"1816","DF_5A","2204",261,26,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1817","DF_5A","2205",207,21,"Tree","Quassia africana","Defaunated",8.177
"1818","DF_5A","2206",536,25,"Tree","Scyphocephalium ochocoa","Defaunated",8.177
"1819","DF_5A","348",25,2.76,"Tree","Quassia africana","Defaunated",8.177
"1820","DF_5A","350",24,3.5,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1821","DF_5A","367",18,3.46,"Tree","Diogoa zenkeri","Defaunated",8.177
"1822","DF_5A","371",23,2.25,"Tree","Crudia gabonensis","Defaunated",8.177
"1823","DF_5A","377",20,2.15,"Tree","Plagiostyles africana","Defaunated",8.177
"1824","DF_5A","394",7,1.6,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"1825","DF_5A","396",7,1.8,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"1826","DF_5A","397",9,2.07,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1827","DF_5A","2201",525.78,6,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1828","DF_5A","2202",18.9,3.8,"Tree","Quassia africana","Defaunated",8.177
"1829","DF_5A","2202",18.9,3.8,"Tree","Quassia africana","Defaunated",8.177
"1830","DF_5A","2208",309.88,8,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1831","DF_5A","2209",157.48,8,"Tree","Pentaclethra eetveldeana","Defaunated",8.177
"1832","DF_5A","299",18.6,3.5,"Tree","Quassia africana","Defaunated",8.177
"1833","DF_5A","392",19.2,2.25,"Tree","Cola sp 1","Defaunated",8.177
"1834","DF_5A","478",7,3.5,"Tree","Agellae paradoxa","Defaunated",8.177
"1835","DF_5A","635",28.4,1.9,"Sapling","Crudia gabonensis","Defaunated",8.177
"1836","DF_5A","909",26,5.5,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1837","DF_5A","2239",62,10,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1838","DF_5A","2240",83,9,"Tree","Santiria trimera","Defaunated",8.177
"1839","DF_5A","521",12.4,5,"Tree","Quassia africana","Defaunated",8.177
"1840","DF_5A","527",17.7,2.8,"Tree","Chytranthus talbotii","Defaunated",8.177
"1841","DF_5A","527",17.7,2.8,"Tree","Crudia gabonensis","Defaunated",8.177
"1842","DF_5A","530",6.8,2.2,"Tree","Agellae paradoxa","Defaunated",8.177
"1843","DF_5A","902",25.4,3,"Tree","Quassia africana","Defaunated",8.177
"1844","DF_5A","903",23.7,5,"Tree","Chytranthus talbotii","Defaunated",8.177
"1845","DF_5A","910",14.5,1.9,"Sapling","Crudia gabonensis","Defaunated",8.177
"1846","DF_5A","2232",39,8,"Tree","Quassia africana","Defaunated",8.177
"1847","DF_5A","2234",168,15,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1848","DF_5A","728",39,4.4,"Tree","Baphia leptobotris","Defaunated",8.177
"1849","DF_5A","767",10,1.7,"Sapling","Chytranthus talbotii","Defaunated",8.177
"1850","DF_5A","768",22,4.1,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1851","DF_5A","768",22,4.1,"Tree","Dacryodes normandii","Defaunated",8.177
"1852","DF_5A","1540",182.88,19,"Tree","Strombosia pustulata","Defaunated",8.177
"1853","DF_5A","1598",15.1,2.3,"Tree","Diogoa zenkeri","Defaunated",8.177
"1854","DF_5A","1656",20.2,2.1,"Tree","Chytranthus talbotii","Defaunated",8.177
"1855","DF_5A","1657",10.4,1.82,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"1856","DF_5A","1666",22.2,3.9,"Tree","Diogoa zenkeri","Defaunated",8.177
"1857","DF_5A","1667",17.5,1.58,"Sapling","Klaineanthus gabonii","Defaunated",8.177
"1858","DF_5A","1670",26.5,1.5,"Sapling","Chytranthus talbotii","Defaunated",8.177
"1859","DF_5A","2328",17.8,3.6,"Tree","Baphia leptobotris","Defaunated",8.177
"1860","DF_5A","1022",13,1.8,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"1861","DF_5A","1028",15,2.9,"Tree","Diogoa zenkeri","Defaunated",8.177
"1862","DF_5A","1029",21,2.8,"Tree","Crudia gabonensis","Defaunated",8.177
"1863","DF_5A","1030",21,2.8,"Tree","Agellae paradoxa","Defaunated",8.177
"1864","DF_5A","1031",15,2.8,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1865","DF_5A","1032",167,15,"Tree","Santiria trimera","Defaunated",8.177
"1866","DF_5A","1033",23,3.7,"Tree","Diogoa zenkeri","Defaunated",8.177
"1867","DF_5A","1037",31,4.5,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1868","DF_5A","1044",14,2.7,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1869","DF_5A","1045",16,1.6,"Sapling","Grewia coriacea","Defaunated",8.177
"1870","DF_5A","1046",12,2.7,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1871","DF_5A","1049",32,3.7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1872","DF_5A","1809",12,1.9,"Sapling","Chytranthus talbotii","Defaunated",8.177
"1873","DF_5A","1830",15,3.1,"Tree","Diogoa zenkeri","Defaunated",8.177
"1874","DF_5A","1050",27.7,5,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1875","DF_5A","1829",17.6,2.5,"Tree","Diogoa zenkeri","Defaunated",8.177
"1876","DF_5A","1833",13.5,2.9,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1877","DF_5A","1837",12.4,2.6,"Tree","Diogoa zenkeri","Defaunated",8.177
"1878","DF_5A","1842",9.3,2,"Tree","Grewia coriacea","Defaunated",8.177
"1879","DF_5A","1844",9.7,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"1880","DF_5A","1856",14.5,2.2,"Tree","Thomandersia congolana","Defaunated",8.177
"1881","DF_5A","2006",10.1,2.3,"Tree","Thomandersia congolana","Defaunated",8.177
"1882","DF_5A","2339",12.4,14,"Tree","Dialium dinklagei","Defaunated",8.177
"1883","DF_5A","2354",282,25,"Tree","Holmania denquelmaniana","Defaunated",8.177
"1884","DF_5A","2357",209,14,"Tree","Santiria trimera","Defaunated",8.177
"1885","DF_5A","2590",8.7,1.5,"Sapling","Thomandersia congolana","Defaunated",8.177
"1886","DF_5A","1225",9.6,1.6,"Sapling","Thomandersia congolana","Defaunated",8.177
"1887","DF_5A","1338",10.1,1.7,"Sapling","Alchornea floribunda","Defaunated",8.177
"1888","DF_5A","1351",14.7,1.9,"Sapling","Alchornea floribunda","Defaunated",8.177
"1889","DF_5A","1351",14.7,1.9,"Sapling","Alchornea floribunda","Defaunated",8.177
"1890","DF_5A","1354",12.5,1.7,"Sapling","Thomandersia congolana","Defaunated",8.177
"1891","DF_5A","1387",1.3,1.6,"Sapling","Thomandersia congolana","Defaunated",8.177
"1892","DF_5A","1404",31.4,2.5,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1893","DF_5A","1492",6.2,2.4,"Tree","Strombosiopsis tetrandra","Defaunated",8.177
"1894","DF_5A","1895",30,2.4,"Tree","Thomandersia congolana","Defaunated",8.177
"1895","DF_5A","2001",16.2,2.8,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1896","DF_5A","2003",1.4,1.5,"Sapling","Thomandersia congolana","Defaunated",8.177
"1897","DF_5A","2406",23,3.9,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1898","DF_5A","2421",23.7,2.4,"Tree","Coffea sp 1","Defaunated",8.177
"1899","DF_5A","18",22.3,6,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1900","DF_5A","2108",50.2,9,"Tree","Panda oleosa","Defaunated",8.177
"1901","DF_5A","2110",106,13,"Tree","Diogoa zenkeri","Defaunated",8.177
"1902","DF_5A","277",9.4,5,"Tree","Dalhousiea africana","Defaunated",8.177
"1903","DF_5A","3",30.2,3.5,"Tree","Crudia gabonensis","Defaunated",8.177
"1904","DF_5A","73",4.1,12,"Tree","Holmania denquelmaniana","Defaunated",8.177
"1905","DF_5A","84",14.3,2.3,"Tree","Quassia africana","Defaunated",8.177
"1906","DF_5A","86",14.7,2.3,"Tree","Diogoa zenkeri","Defaunated",8.177
"1907","DF_5A","9",17.1,2.5,"Tree","Manotes macrantha","Defaunated",8.177
"1908","DF_5A","93",10.8,1.7,"Sapling","Strombosiopsis tetrandra","Defaunated",8.177
"1909","DF_5A","97",15.5,8,"Tree","Holmania denquelmaniana","Defaunated",8.177
"1910","DF_5A","2308",12.8,1.8,"Sapling","Dicranolepis sp 1","Defaunated",8.177
"1911","DF_5A","2311",505,30,"Tree","Amphalocarpum procerum","Defaunated",8.177
"1912","DF_5A","2344",36.6,6,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1913","DF_5A","2345",165,17,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1914","DF_5A","2347",139,18,"Tree","Panda oleosa","Defaunated",8.177
"1915","DF_5A","2348",95,17,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1916","DF_5A","2348",95,17,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1917","DF_5A","2384",274,25,"Tree","Amphalocarpum procerum","Defaunated",8.177
"1918","DF_5A","2389",85,15,"Tree","Dialium pachyphyllum","Defaunated",8.177
"1919","DF_5A","2396",16.7,2.4,"Tree","Rhinorea sp 2","Defaunated",8.177
"1920","DF_5A","271",12,2,"Tree","Quassia africana","Defaunated",8.177
"1921","DF_5A","272",4,30,"Tree","Quassia africana","Defaunated",8.177
"1922","DF_5A","272",20,3.27,"Tree","Quassia africana","Defaunated",8.177
"1923","DF_5A","275",29,3.67,"Tree","Pancovia pedicellaris","Defaunated",8.177
"1924","DF_5A","281",26,3.8,"Tree","Pancovia pedicellaris","Defaunated",8.177
"1925","DF_5A","282",30,6,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1926","DF_5A","284",27,2.6,"Tree","Quassia africana","Defaunated",8.177
"1927","DF_5A","287",15,2.3,"Tree","Quassia africana","Defaunated",8.177
"1928","DF_5A","289",4,2.56,"Tree","Quassia africana","Defaunated",8.177
"1929","DF_5A","290",19,2.3,"Tree","Quassia africana","Defaunated",8.177
"1930","DF_5A","293",6,2.5,"Tree","Landolphia incerta","Defaunated",8.177
"1931","DF_5A","294",46,4.4,"Tree","Xylopia hypolampra","Defaunated",8.177
"1932","DF_5A","382",12,1.57,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"1933","DF_5A","384",29,2.1,"Tree","Quassia africana","Defaunated",8.177
"1934","DF_5A","387",13,2.58,"Tree","Quassia africana","Defaunated",8.177
"1935","DF_5A","399",16,3.1,"Tree","Chytranthus talbotii","Defaunated",8.177
"1936","DF_5A","400",10,1.75,"Sapling","Rhinorea sp 2","Defaunated",8.177
"1937","DF_5A","93",8,1.8,"Sapling","Strombosiopsis tetrandra","Defaunated",8.177
"1938","DF_5A","2154",140,10,"Tree","Strombosia pustulata","Defaunated",8.177
"1939","DF_5A","2155",57,8,"Tree","Cola rostrata","Defaunated",8.177
"1940","DF_5A","2157",374,20,"Tree","Plagiostyles africana","Defaunated",8.177
"1941","DF_5A","2159",41,4.6,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"1942","DF_5A","298",30,2.5,"Tree","Quassia africana","Defaunated",8.177
"1943","DF_5A","406",12,2.8,"Tree","Rhinorea sp 2","Defaunated",8.177
"1944","DF_5A","473",23,3.7,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1945","DF_5A","474",13,2.8,"Tree","Quassia africana","Defaunated",8.177
"1946","DF_5A","477",22,2.8,"Tree","Quassia africana","Defaunated",8.177
"1947","DF_5A","490",20,2.6,"Tree","Crudia gabonensis","Defaunated",8.177
"1948","DF_5A","605",22,4,"Tree","Baphia leptobotris","Defaunated",8.177
"1949","DF_5A","614",13,1.8,"Sapling","Quassia africana","Defaunated",8.177
"1950","DF_5A","617",19,4.2,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1951","DF_5A","628",27,4.1,"Tree","Diogoa zenkeri","Defaunated",8.177
"1952","DF_5A","648",12,2.7,"Tree","Chytranthus talbotii","Defaunated",8.177
"1953","DF_5A","676",43,4.3,"Tree","Crudia gabonensis","Defaunated",8.177
"1954","DF_5A","689",29,3.8,"Tree","Centroplacus glaucinus","Defaunated",8.177
"1955","DF_5A","531",14.7,2.4,"Tree","Quassia africana","Defaunated",8.177
"1956","DF_5A","532",15.4,2.8,"Tree","Rhinorea sp 2","Defaunated",8.177
"1957","DF_5A","533",17.7,3.2,"Tree","Strombosia pustulata","Defaunated",8.177
"1958","DF_5A","534",13.7,3.3,"Tree","Diogoa zenkeri","Defaunated",8.177
"1959","DF_5A","537",22.9,3.3,"Tree","Quassia africana","Defaunated",8.177
"1960","DF_5A","907",6.7,1.8,"Sapling","Chnestis ferruginea","Defaunated",8.177
"1961","DF_5A","911",31.1,2.8,"Tree","Crudia gabonensis","Defaunated",8.177
"1962","DF_5A","912",38.9,7,"Tree","Carapa procera","Defaunated",8.177
"1963","DF_5A","914",23.8,4,"Tree","Diogoa zenkeri","Defaunated",8.177
"1964","DF_5A","921",33.9,3,"Tree","Quassia africana","Defaunated",8.177
"1965","DF_5A","2235",389,22,"Tree","Garcinia afzelli","Defaunated",8.177
"1966","DF_5A","2236",51,6,"Tree","Dialium bipendense","Defaunated",8.177
"1967","DF_5A","2326",11,1.6,"Sapling","Chytranthus talbotii","Defaunated",8.177
"1968","DF_5A","733",12,1.7,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"1969","DF_5A","735",11,1.6,"Sapling","Coffea sp 1","Defaunated",8.177
"1970","DF_5A","736",4,3.7,"Tree","Chnestis ferruginea","Defaunated",8.177
"1971","DF_5A","738",24,3.7,"Tree","Diogoa zenkeri","Defaunated",8.177
"1972","DF_5A","740",11,2,"Tree","Coffea sp 1","Defaunated",8.177
"1973","DF_5A","741",19,3.1,"Tree","Diogoa zenkeri","Defaunated",8.177
"1974","DF_5A","742",10,1.9,"Sapling","Diogoa zenkeri","Defaunated",8.177
"1975","DF_5A","745",15,3,"Tree","Thomandersia congolana","Defaunated",8.177
"1976","DF_5A","746",15,2.1,"Tree","Quassia gabonensis","Defaunated",8.177
"1977","DF_5A","780",11,1.9,"Sapling","Garcinia afzelli","Defaunated",8.177
"1978","DF_5A","781",17,2.5,"Tree","Diogoa zenkeri","Defaunated",8.177
"1979","DF_5A","782",14,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"1980","DF_5A","783",20,4.6,"Tree","Diogoa zenkeri","Defaunated",8.177
"1981","DF_5A","784",17,3.2,"Tree","Diogoa zenkeri","Defaunated",8.177
"1982","DF_5A","1508",27,4.5,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1983","DF_5A","1512",17.3,2.15,"Tree","Rhinorea sp 1","Defaunated",8.177
"1984","DF_5A","1513",12.5,1.91,"Sapling","Thomandersia congolana","Defaunated",8.177
"1985","DF_5A","1514",32.9,4.3,"Tree","Rhinorea sp 1","Defaunated",8.177
"1986","DF_5A","1515",14.6,2.8,"Tree","Diogoa zenkeri","Defaunated",8.177
"1987","DF_5A","1542",11.6,1.51,"Sapling","Diogoa zenkeri","Defaunated",8.177
"1988","DF_5A","1544",20.6,2,"Tree","Klaineanthus gabonii","Defaunated",8.177
"1989","DF_5A","1548",34.6,4.2,"Tree","Diogoa zenkeri","Defaunated",8.177
"1990","DF_5A","1549",11,2.22,"Tree","Thomandersia congolana","Defaunated",8.177
"1991","DF_5A","1551",42.5,16.67,"Tree","Diogoa zenkeri","Defaunated",8.177
"1992","DF_5A","1578",22.1,2.4,"Tree","Quassia gabonensis","Defaunated",8.177
"1993","DF_5A","1587",37.1,7.2,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"1994","DF_5A","1588",42,6.5,"Tree","Santiria trimera","Defaunated",8.177
"1995","DF_5A","1600",20,1.8,"Sapling","Beilschmiedia sp 1","Defaunated",8.177
"1996","DF_5A","1649",8.4,1.5,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"1997","DF_5A","1650",33.4,5.1,"Tree","Rhinorea sp 1","Defaunated",8.177
"1998","DF_5A","1655",12,1.5,"Sapling","Diogoa zenkeri","Defaunated",8.177
"1999","DF_5A","1669",10.1,1.8,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"2000","DF_5A","1671",86.36,16,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2001","DF_5A","1676",26.7,3.5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2002","DF_5A","2325",18.8,2.3,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2003","DF_5A","2493",48.5,6.5,"Tree","Baphia leptobotris","Defaunated",8.177
"2004","DF_5A","2499",20,3.5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2005","DF_5A","734",22.6,2.5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2006","DF_5A","1040",155.4,10,"Tree","Diogoa zenkeri","Defaunated",8.177
"2007","DF_5A","1041",11,1.5,"Sapling","Dialium dinklagei","Defaunated",8.177
"2008","DF_5A","1042",13,1.6,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"2009","DF_5A","1043",4.35,1.7,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"2010","DF_5A","1056",70.1,8,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2011","DF_5A","1057",21,5,"Tree","Coula edulis","Defaunated",8.177
"2012","DF_5A","1058",8,1.9,"Sapling","Coula edulis","Defaunated",8.177
"2013","DF_5A","1060",21.7,3.8,"Tree","Manotes macrantha","Defaunated",8.177
"2014","DF_5A","1062",17.15,2.5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2015","DF_5A","1065",13,2.2,"Tree","Crudia gabonensis","Defaunated",8.177
"2016","DF_5A","1545",23,3.3,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2017","DF_5A","1545",23,3.3,"Tree","Diogoa zenkeri","Defaunated",8.177
"2018","DF_5A","2523",16.9,2.1,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2019","DF_5A","1039",13.6,2.9,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2020","DF_5A","1064",95,7.5,"Tree","Annonidium manni","Defaunated",8.177
"2021","DF_5A","1297",34.7,3,"Tree","Chytranthus talbotii","Defaunated",8.177
"2022","DF_5A","1297",34.7,3,"Tree","Chytranthus talbotii","Defaunated",8.177
"2023","DF_5A","1323",14.1,1.9,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2024","DF_5A","1323",14.1,1.9,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2025","DF_5A","1355",48,7,"Tree","Agellae paradoxa","Defaunated",8.177
"2026","DF_5A","1841",2.14,2.35,"Tree","Agellae paradoxa","Defaunated",8.177
"2027","DF_5A","1845",13,6,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2028","DF_5A","1852",6.1,2.2,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2029","DF_5A","1852",6.1,2.2,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2030","DF_5A","1858",22.2,2.6,"Tree","Afrostyrax lepidophyllus","Defaunated",8.177
"2031","DF_5A","1858",22.2,2.6,"Tree","Afrostyrax lepidophyllus","Defaunated",8.177
"2032","DF_5A","1859",15.1,1.92,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"2033","DF_5A","1865",7.2,4,"Tree","Agellae paradoxa","Defaunated",8.177
"2034","DF_5A","1865",7.2,4,"Tree","Agellae paradoxa","Defaunated",8.177
"2035","DF_5A","2297",37.5,4.5,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2036","DF_5A","2298",36.7,25,"Tree","Landolphia incerta","Defaunated",8.177
"2037","DF_5A","2307",46.2,7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2038","DF_5A","2307",46.2,7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2039","DF_5A","VI046",2.4,5,"Tree","Microdesmis sp 1","Defaunated",8.177
"2040","DF_5A","VI046",2.4,5,"Tree","Microdesmis sp 1","Defaunated",8.177
"2041","DF_5A","1209",12,1.9,"Sapling","Plagiostyles africana","Defaunated",8.177
"2042","DF_5A","1228",17.1,1.6,"Sapling","Plagiostyles africana","Defaunated",8.177
"2043","DF_5A","1244",15.7,2.1,"Tree","Crudia gabonensis","Defaunated",8.177
"2044","DF_5A","1270",44.2,7,"Tree","Manotes macrantha","Defaunated",8.177
"2045","DF_5A","1300",27.4,3,"Tree","Crudia gabonensis","Defaunated",8.177
"2046","DF_5A","1312",14.6,1.8,"Sapling","Rhinorea sp 1","Defaunated",8.177
"2047","DF_5A","1316",33.2,7,"Tree","Gnetum africanum","Defaunated",8.177
"2048","DF_5A","1317",36.8,8,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2049","DF_5A","1332",15.3,2.6,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2050","DF_5A","1392",9.9,1.5,"Sapling","Crudia gabonensis","Defaunated",8.177
